,International Terrorist Watch List,National Terrorist Watch List,National Law Enforcement,Local Law Enforcement,IRS or other Federal Finance Company,Face Match with Picture DB,Cash Payment Same Day,Immediate Family,Extented Family,Place of Worship,WatchList,Biometrics,Ticket Purchase,Link Analysis,Total
40405,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40426,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40427,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40434,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40436,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40440,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40445,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40454,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40470,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40472,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40476,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40479,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40490,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40502,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40531,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40534,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40544,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40554,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40564,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40565,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40583,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40587,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40591,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40605,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40623,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40627,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40643,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40647,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40683,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40700,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40719,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40740,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40742,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40761,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40786,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40796,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40803,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40809,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40811,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40831,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40848,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40855,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40877,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40887,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40898,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40905,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40915,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40946,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40947,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40954,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40972,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40973,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40981,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
40991,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41009,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41022,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41038,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41042,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41071,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41109,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41115,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41138,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41151,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41152,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41155,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41157,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41170,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41211,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41218,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41240,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41261,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41270,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41280,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41299,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41328,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41364,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41366,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41383,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41388,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41443,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41464,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41479,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41488,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41502,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41506,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41512,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41548,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41559,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41575,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41576,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41583,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41590,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41592,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41604,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41618,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41639,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41646,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41656,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41663,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41667,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41692,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41697,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41702,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41713,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41738,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41747,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41760,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41787,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41808,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41811,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41828,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41831,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41880,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41895,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41922,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41924,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41934,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41942,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41958,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41972,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
41997,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42012,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42047,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42050,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42056,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42061,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42065,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42072,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42073,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42101,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42107,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42112,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42134,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42169,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42173,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42182,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42187,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42190,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42200,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42207,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42208,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42214,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42250,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42256,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42265,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42268,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42275,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42282,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42283,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42291,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42328,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42347,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42351,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42356,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42357,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42358,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42381,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42395,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42406,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42413,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42417,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42442,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42447,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42461,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42462,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42502,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42504,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42510,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42520,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42553,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42554,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42580,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42583,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42587,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42588,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42590,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42634,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42667,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42691,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42732,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42734,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42741,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42742,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42750,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42759,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42760,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42762,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42789,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42792,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42814,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42828,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42837,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42840,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42844,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42871,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42888,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42908,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42921,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42935,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42936,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42940,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42955,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
42969,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43000,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43002,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43007,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43016,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43022,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43062,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43063,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43082,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43104,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43105,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43154,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43158,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43165,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43172,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43184,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43206,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43238,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43239,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43242,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43256,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43264,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43298,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43317,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43328,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43330,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43387,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43389,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43396,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43425,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43431,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43445,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43471,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43492,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43496,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43550,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43552,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43560,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43567,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43682,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43690,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43700,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43701,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43703,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43714,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43734,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43781,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43785,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43804,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43807,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43810,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43812,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43831,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43852,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43856,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43867,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43872,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43883,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43896,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43905,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43939,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43944,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43958,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43982,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
43990,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44007,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44014,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44030,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44033,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44054,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44056,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44066,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44067,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44096,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44105,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44119,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44120,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44129,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44134,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44156,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44168,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44203,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44205,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44220,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44230,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44242,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44249,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44260,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44262,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44268,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44271,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44278,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44293,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44295,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44298,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44301,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44303,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44308,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44310,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44319,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44338,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44342,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44359,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44377,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44379,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44385,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44386,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44399,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44407,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44417,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44422,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44424,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44425,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44438,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44451,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44457,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44466,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44488,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44496,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44515,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44522,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44531,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44547,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44564,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44635,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44636,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44662,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44668,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44675,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44691,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44700,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44745,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44754,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44763,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44775,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44811,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44816,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44819,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44829,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44846,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44851,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44852,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44879,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44883,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44888,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44953,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44988,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
44992,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45013,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45070,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45082,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45084,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45090,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45091,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45104,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45113,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45121,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45124,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45135,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45140,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45144,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45151,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45167,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45170,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45176,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45198,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45211,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45222,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45231,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45258,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45272,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45275,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45287,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45321,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45324,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45334,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45349,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45358,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45403,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45413,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45440,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45454,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45466,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45512,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45538,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45547,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45548,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45551,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45557,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45564,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45569,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45573,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45575,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
45603,0,0,0,0,0,0,1,0,0,0,0,0,75,0,18.75
